filename,left_speed,right_speed,session_id
00000.jpg,0,0,0
00001.jpg,0,0,0
00002.jpg,0,0,0
00003.jpg,0,0,0
00004.jpg,0,0,0
00005.jpg,0,0,0
00006.jpg,0,0,0
00007.jpg,2,2,0
00008.jpg,5,5,0
00009.jpg,5,6,0
00010.jpg,5,7,0
00011.jpg,5,8,0
00012.jpg,5,8,0
00013.jpg,6,9,0
00014.jpg,6,10,0
00015.jpg,6,10,0
00016.jpg,6,10,0
00017.jpg,6,10,0
00018.jpg,6,10,0
00019.jpg,8,10,0
00020.jpg,10,8,0
00021.jpg,10,7,0
00022.jpg,10,6,0
00023.jpg,10,5,0
00024.jpg,10,4,0
00025.jpg,10,4,0
00026.jpg,10,4,0
00027.jpg,10,4,0
00028.jpg,10,4,0
00029.jpg,10,7,0
00030.jpg,10,8,0
00031.jpg,10,8,0
00032.jpg,10,8,0
00033.jpg,8,10,0
00034.jpg,8,11,0
00035.jpg,8,12,0
00036.jpg,8,12,0
00037.jpg,8,12,0
00038.jpg,8,13,0
00039.jpg,8,14,0
00040.jpg,8,14,0
00041.jpg,10,14,0
00042.jpg,14,12,0
00043.jpg,15,6,0
00044.jpg,16,5,0
00045.jpg,16,7,0
00046.jpg,17,8,0
00047.jpg,17,9,0
00048.jpg,16,11,0
00049.jpg,16,14,0
00050.jpg,16,16,0
00051.jpg,14,17,0
00052.jpg,13,17,0
00053.jpg,15,17,0
00054.jpg,17,17,0
00055.jpg,17,17,0
00056.jpg,16,17,0
00057.jpg,15,17,0
00058.jpg,16,17,0
00059.jpg,17,17,0
00060.jpg,16,17,0
00061.jpg,16,17,0
00062.jpg,17,17,0
00063.jpg,17,17,0
00064.jpg,17,17,0
00065.jpg,13,17,0
00066.jpg,12,17,0
00067.jpg,16,17,0
00068.jpg,16,17,0
00069.jpg,13,17,0
00070.jpg,13,17,0
00071.jpg,16,17,0
00072.jpg,17,17,0
00073.jpg,15,17,0
00074.jpg,15,17,0
00075.jpg,16,17,0
00076.jpg,17,17,0
00077.jpg,17,17,0
00078.jpg,17,17,0
00079.jpg,17,14,0
00080.jpg,17,13,0
00081.jpg,17,16,0
00082.jpg,17,17,0
00083.jpg,2,2,0
00084.jpg,0,0,0
00085.jpg,0,0,0
00086.jpg,0,0,0
00087.jpg,0,0,0
00088.jpg,0,0,0
00089.jpg,0,0,0
00090.jpg,0,0,0
00091.jpg,0,0,0
00092.jpg,0,0,0
00093.jpg,0,0,0
00094.jpg,0,0,0
00095.jpg,0,0,0
00096.jpg,0,0,0
00097.jpg,0,0,0
00098.jpg,0,0,0
00099.jpg,0,0,0
00100.jpg,0,0,0
00101.jpg,0,0,0
00102.jpg,0,0,0
00103.jpg,0,0,0
00104.jpg,0,0,0
00105.jpg,0,0,0
00106.jpg,0,0,0
00107.jpg,0,0,0
00108.jpg,0,0,0
00109.jpg,0,0,0
00110.jpg,0,0,1
00111.jpg,7,7,1
00112.jpg,16,16,1
00113.jpg,17,17,1
00114.jpg,17,17,1
00115.jpg,17,17,1
00116.jpg,17,17,1
00117.jpg,17,17,1
00118.jpg,17,17,1
00119.jpg,17,17,1
00120.jpg,17,17,1
00121.jpg,17,17,1
00122.jpg,17,17,1
00123.jpg,17,17,1
00124.jpg,17,17,1
00125.jpg,17,17,1
00126.jpg,13,17,1
00127.jpg,8,17,1
00128.jpg,7,17,1
00129.jpg,14,17,1
00130.jpg,16,17,1
00131.jpg,17,17,1
00132.jpg,17,17,1
00133.jpg,12,17,1
00134.jpg,10,17,1
00135.jpg,9,17,1
00136.jpg,16,17,1
00137.jpg,16,17,1
00138.jpg,17,17,1
00139.jpg,17,17,1
00140.jpg,17,17,1
00141.jpg,17,17,1
00142.jpg,17,17,1
00143.jpg,17,17,1
00144.jpg,17,17,1
00145.jpg,17,17,1
00146.jpg,15,17,1
00147.jpg,13,17,1
00148.jpg,12,17,1
00149.jpg,16,17,1
00150.jpg,17,17,1
00151.jpg,16,17,1
00152.jpg,12,17,1
00153.jpg,11,17,1
00154.jpg,16,17,1
00155.jpg,17,17,1
00156.jpg,17,17,1
00157.jpg,17,17,1
00158.jpg,17,17,1
00159.jpg,17,17,1
00160.jpg,17,17,1
00161.jpg,17,17,1
00162.jpg,17,17,1
00163.jpg,17,17,1
00164.jpg,17,17,1
00165.jpg,17,17,1
00166.jpg,17,17,1
00167.jpg,17,17,1
00168.jpg,17,17,1
00169.jpg,17,17,1
00170.jpg,17,17,1
00171.jpg,17,17,1
00172.jpg,17,17,1
00173.jpg,17,17,1
00174.jpg,17,17,1
00175.jpg,17,17,1
00176.jpg,17,17,1
00177.jpg,17,17,1
00178.jpg,17,17,1
00179.jpg,17,17,1
00180.jpg,12,17,1
00181.jpg,2,2,1
00182.jpg,0,0,1
00183.jpg,0,0,1
00184.jpg,0,0,1
00185.jpg,0,0,1
00186.jpg,0,0,1
00187.jpg,0,0,1
00188.jpg,0,0,1
00189.jpg,0,0,1
00190.jpg,0,0,1
00191.jpg,0,0,1
00192.jpg,0,0,1
00193.jpg,0,0,1
00194.jpg,0,0,1
00195.jpg,0,0,1
00196.jpg,0,0,1
00197.jpg,0,0,1
00198.jpg,0,0,1
00199.jpg,0,0,1
00200.jpg,0,0,1
00201.jpg,0,0,1
00202.jpg,0,0,1
00203.jpg,0,0,1
00204.jpg,0,0,1
00205.jpg,0,0,1
00206.jpg,0,0,1
00207.jpg,0,0,1
00208.jpg,0,0,1
00209.jpg,14,14,2
00210.jpg,16,16,2
00211.jpg,17,17,2
00212.jpg,17,17,2
00213.jpg,17,17,2
00214.jpg,17,17,2
00215.jpg,17,13,2
00216.jpg,17,11,2
00217.jpg,17,11,2
00218.jpg,17,11,2
00219.jpg,17,11,2
00220.jpg,17,11,2
00221.jpg,17,14,2
00222.jpg,17,16,2
00223.jpg,17,17,2
00224.jpg,17,17,2
00225.jpg,17,17,2
00226.jpg,17,17,2
00227.jpg,17,17,2
00228.jpg,17,17,2
00229.jpg,17,17,2
00230.jpg,17,17,2
00231.jpg,17,17,2
