filename,left_speed,right_speed
00000.jpg,17,17
00001.jpg,17,17
00002.jpg,17,17
00003.jpg,17,17
00004.jpg,17,17
00005.jpg,17,17
00006.jpg,17,17
00007.jpg,17,17
00008.jpg,17,17
00009.jpg,17,17
00010.jpg,17,17
00011.jpg,17,17
00012.jpg,17,17
00013.jpg,17,17
00014.jpg,17,17
00015.jpg,17,17
00016.jpg,17,17
00017.jpg,17,17
00018.jpg,17,17
00019.jpg,17,17
00020.jpg,17,17
00021.jpg,17,17
00022.jpg,17,17
00023.jpg,17,17
00024.jpg,17,17
00025.jpg,17,17
00026.jpg,17,17
00027.jpg,17,17
00028.jpg,17,17
00029.jpg,17,17
00030.jpg,17,17
00031.jpg,17,17
00032.jpg,17,17
00033.jpg,17,17
00034.jpg,17,17
00035.jpg,17,17
00036.jpg,17,17
00037.jpg,17,17
00038.jpg,12,11
00039.jpg,0,0
00040.jpg,0,0
00041.jpg,0,0
00042.jpg,0,0
00043.jpg,0,0
00044.jpg,0,0
00045.jpg,0,0
00046.jpg,0,0
00047.jpg,0,0
00048.jpg,0,0
00049.jpg,0,0
00050.jpg,0,0
00051.jpg,0,0
00052.jpg,0,0
00053.jpg,0,0
00054.jpg,0,0
00055.jpg,0,0
00056.jpg,0,0
00057.jpg,0,0
00058.jpg,0,0
00059.jpg,0,0
00060.jpg,0,0
00061.jpg,0,0
00062.jpg,0,0
00063.jpg,0,0
00064.jpg,0,0
00065.jpg,0,0
00066.jpg,0,0
00067.jpg,0,0
00068.jpg,0,0
00069.jpg,0,0
00070.jpg,0,0
00071.jpg,0,0
00072.jpg,0,0
00073.jpg,0,0
00074.jpg,0,0
00075.jpg,0,0
00076.jpg,0,0
00077.jpg,0,0
00078.jpg,0,0
00079.jpg,0,0
00080.jpg,0,0
00081.jpg,0,0
00082.jpg,0,0
00083.jpg,17,17
00084.jpg,17,17
00085.jpg,17,17
00086.jpg,17,17
00087.jpg,17,17
00088.jpg,17,17
00089.jpg,17,17
00090.jpg,17,17
00091.jpg,17,17
00092.jpg,17,17
00093.jpg,17,17
00094.jpg,17,17
00095.jpg,17,17
00096.jpg,17,17
00097.jpg,17,17
00098.jpg,17,17
00099.jpg,17,17
00100.jpg,17,17
00101.jpg,17,17
00102.jpg,17,17
00103.jpg,17,17
00104.jpg,17,17
00105.jpg,17,17
00106.jpg,17,17
00107.jpg,17,17
00108.jpg,17,17
00109.jpg,17,17
00110.jpg,17,17
00111.jpg,17,17
00112.jpg,17,17
00113.jpg,17,17
00114.jpg,17,17
00115.jpg,17,17
00116.jpg,17,17
00117.jpg,17,17
00118.jpg,17,17
00119.jpg,17,17
00120.jpg,17,17
00121.jpg,17,17
00122.jpg,17,17
00123.jpg,17,17
00124.jpg,17,17
00125.jpg,17,17
00126.jpg,17,17
00127.jpg,0,0
00128.jpg,0,0
00129.jpg,0,0
00130.jpg,0,0
00131.jpg,0,0
00132.jpg,0,0
00133.jpg,0,0
00134.jpg,0,0
00135.jpg,0,0
00136.jpg,0,0
00137.jpg,0,0
00138.jpg,0,0
00139.jpg,0,0
00140.jpg,0,0
00141.jpg,0,0
00142.jpg,0,0
00143.jpg,0,0
00144.jpg,0,0
00145.jpg,0,0
00146.jpg,0,0
00147.jpg,0,0
00148.jpg,0,0
00149.jpg,0,0
00150.jpg,0,0
00151.jpg,0,0
00152.jpg,0,0
00153.jpg,0,0
00154.jpg,0,0
00155.jpg,0,0
00156.jpg,0,0
00157.jpg,0,0
00158.jpg,0,0
00159.jpg,0,0
00160.jpg,0,0
00161.jpg,0,0
00162.jpg,0,0
00163.jpg,0,0
00164.jpg,0,0
00165.jpg,0,0
00166.jpg,17,17
00167.jpg,17,17
00168.jpg,17,17
00169.jpg,17,17
00170.jpg,17,17
00171.jpg,17,17
00172.jpg,17,17
00173.jpg,17,17
00174.jpg,17,17
00175.jpg,17,17
00176.jpg,17,17
00177.jpg,17,17
00178.jpg,17,17
00179.jpg,17,17
00180.jpg,17,17
00181.jpg,17,17
00182.jpg,17,17
00183.jpg,17,17
00184.jpg,17,17
00185.jpg,17,17
00186.jpg,17,17
00187.jpg,17,17
00188.jpg,17,17
00189.jpg,17,17
00190.jpg,17,17
00191.jpg,17,17
00192.jpg,17,17
00193.jpg,17,17
00194.jpg,17,17
00195.jpg,17,17
00196.jpg,17,17
00197.jpg,17,17
00198.jpg,17,17
00199.jpg,17,17
00200.jpg,17,17
00201.jpg,17,17
00202.jpg,17,17
00203.jpg,17,17
00204.jpg,17,17
00205.jpg,17,16
00206.jpg,0,6
00207.jpg,0,0
00208.jpg,0,0
00209.jpg,0,0
00210.jpg,0,0
00211.jpg,0,0
00212.jpg,0,0
00213.jpg,0,0
00214.jpg,0,0
00215.jpg,0,0
00216.jpg,0,0
00217.jpg,0,0
00218.jpg,0,0
00219.jpg,0,0
00220.jpg,0,0
00221.jpg,17,17
00222.jpg,17,17
00223.jpg,17,17
00224.jpg,17,17
00225.jpg,17,17
00226.jpg,17,17
00227.jpg,17,17
00228.jpg,17,17
00229.jpg,17,17
00230.jpg,17,17
00231.jpg,17,17
00232.jpg,17,17
00233.jpg,17,17
00234.jpg,17,17
00235.jpg,17,17
00236.jpg,17,17
00237.jpg,17,17
00238.jpg,17,17
00239.jpg,17,17
00240.jpg,17,17
00241.jpg,17,17
00242.jpg,17,17
00243.jpg,17,17
00244.jpg,17,17
00245.jpg,17,17
00246.jpg,17,17
00247.jpg,17,17
00248.jpg,17,17
00249.jpg,17,17
00250.jpg,17,17
00251.jpg,17,17
00252.jpg,17,17
00253.jpg,17,17
00254.jpg,17,17
00255.jpg,17,17
00256.jpg,17,17
00257.jpg,17,17
00258.jpg,17,17
00259.jpg,17,17
00260.jpg,17,17
00261.jpg,17,17
00262.jpg,17,17
00263.jpg,2,17
00264.jpg,17,17
00265.jpg,17,17
00266.jpg,17,17
00267.jpg,17,17
00268.jpg,17,17
